Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
John Gianelli;28;MIL;10.3;11;9.1;1;1.5
Darryl Dawkins;22;PHI;15.6;16.1;9.1;0.7;3.6
Marvin Webster;26;NYK;13.4;17.4;10.6;0.5;2.9
Sidney Wicks;29;SDC;11.1;10.7;7.9;1.6;0.9
Swen Nater;29;SDC;16.9;18.6;9.1;0.9;0.7
Jan Van Breda Kolff;27;NJN;10.8;10.1;11.6;1.9;2
Lionel Hollins;25;POR;14;4.2;23.9;2.7;0.7
Junior Bridgeman;25;MIL;18.8;8.4;11.7;2;1.1
Fred Brown;30;SEA;16.9;4.6;20.1;2.8;0.6
Mark Landsberger;23;CHI;12.6;20.7;4.7;0.6;0.6
Paul Silas;35;SEA;10.4;15.5;7.3;0.7;0.5
Clifford Ray;30;GSW;12.5;17;8.9;1.2;1.4
Tree Rollins;23;ATL;17.3;16.7;3.6;1.1;7.7
Mark Olberding;22;SAS;12.4;12;13.1;1.2;0.5
Kevin Grevey;25;WSB;14;6.3;11.1;1.1;0.4
Bob Lanier;30;DET;21.7;14;11.4;1.2;2.1
T.R. Dunn;23;POR;12.3;10.5;7.4;2.2;0.7
Mike Newlin;30;HOU;12.9;5.1;20.2;1.3;0.3
Pete Maravich;31;NOJ;13.4;3.2;20.4;1.5;0.5
Charles Johnson;29;WSB;12;5.6;12.5;2.4;0.2
Truck Robinson;27;NOJ;18;15.8;6.2;0.7;1.7
Ernie Grunfeld;23;MIL;15.2;11.2;15.2;1.5;0.4
Adrian Dantley;22;LAL;18.4;10.5;10.3;1.6;0.3
Quinn Buckner;24;MIL;13.6;6.6;31.7;4;0.5
Foots Walker;27;CLE;15;6.2;23.3;3.5;0.6
Alvin Scott;23;PHO;13.2;11.5;8.5;2;1.9
Ollie Johnson;29;CHI;12.3;7.2;13.1;1.5;1
John Mengelt;29;CHI;13.2;3.8;16.1;1.3;0.1
Purvis Short;21;GSW;13.1;10.9;8.1;1.5;0.4
Lou Hudson;34;LAL;13.7;4.5;10.8;1.6;0.5
Kevin Kunnert;27;SDC;12.8;18;8.3;1.2;3.5
Tiny Archibald;30;BOS;13.1;3.4;26.3;1.5;0.2
Larry Wright;24;WSB;13.7;4.3;22.5;1.9;0.4
Bingo Smith;32;CLE;13.4;6.8;10.7;1.2;0.2
Mike Green;27;SAS;12.9;11.3;8.3;1;3.7
Darnell Hillman;29;KCK;10.7;14.5;6.9;1.4;2.3
Mitch Kupchak;24;WSB;19.4;13.6;7.5;0.6;0.7
Glen Gondrezick;23;NYK;11;14.3;8;2.8;0.6
Kevin Restani;27;MIL;12.1;13.3;9.3;0.8;0.9
Doug Collins;27;PHI;16;4;17.6;1.5;0.7
Bob McAdoo;27;NYK;21.5;12.8;12.2;1.8;1.6
Ron Boone;32;LAL;9.3;5;12.1;1.9;0.4
Mike Mitchell;23;CLE;16.8;11.4;5.7;1.5;1
Dave Twardzik;28;POR;14.9;4.2;14.6;2.5;0.1
Greg Ballard;24;WSB;14.9;14.7;9.4;1.7;1
Don Ford;26;LAL;11.1;9.5;8;1.5;0.8
Jeff Judkins;22;BOS;14.5;7;13.6;2.4;0.4
Tim Bassett;27;NJN;8;14.6;8.2;1.3;1
Larry Steele;29;POR;10.1;6.4;12.6;2.3;0.4
Coby Dietrick;30;SAS;13.9;11.1;15.7;2.1;1.3
Mike Dunleavy;24;HOU;14.9;4.7;27.4;1.7;0.2
Robert Smith;23;DEN;11.6;5.2;18.3;1.8;0.5
James Hardy;22;NOJ;10.7;10.4;5.9;1.6;2.1
Jo Jo White;32;BOS;10.2;4.9;20.4;1.7;0.1
Bob Gross;25;POR;14;9.6;17;2.3;1.8
Eric Money;23;NJN;15.4;4.6;26.7;2.3;0.4
Aaron James;26;NOJ;12.7;8.6;8.2;0.9;0.7
Joel Kramer;23;PHO;11.3;13.4;7.8;1.4;0.9
Paul Griffin;25;NOJ;10;13.7;12.1;1.7;1.3
Earl Monroe;34;NYK;15.4;2.9;19.6;1.6;0.2
Tom McMillen;26;ATL;12.6;12.9;6.9;0.5;1.3
Lloyd Walton;25;MIL;12.4;4.2;29.7;2.3;0.3
Jack Givens;22;ATL;13;8.6;8.7;2.5;0.7
Spencer Haywood;29;NOJ;17.7;11.9;8.4;1;1.9
Ben Poquette;23;DET;13.1;13.1;5.4;1.3;3.8
Corky Calhoun;28;IND;9.9;9.2;9.9;1.3;0.7
Allan Bristow;27;SAS;14.2;9.8;20.3;1.8;0.6
Bob Nash;28;KCK;9.6;8.6;7;1;0.6
Jim Brewer;27;CLE;10.1;15.6;7;1.7;2.4
Nate Williams;28;GSW;14.7;8.6;6.7;2;0.2
Mike Bratz;23;PHO;12.6;6;17.6;2.2;0.3
Steve Mix;31;PHI;19.4;12;13.7;2;0.7
John Brown;27;CHI;9.4;10.3;10.8;0.7;0.4
Len Elmore;26;IND;12.2;16.4;7.4;2.2;3.3
Bayard Forrest;24;PHO;9.6;14.1;15.3;1;1.5
Billy McKinney;23;KCK;15.6;3.7;27;2.1;0.1
Anthony Roberts;23;DEN;11.2;10.9;12;0.7;0.1
Curtis Rowe;29;BOS;7.7;11;7.3;0.6;0.6
Tom Abernethy;24;GSW;13.6;9.5;8.4;1.5;0.6
Dave Robisch;29;LAL;11.9;12.7;9.4;0.7;1
Micheal Ray Richardson;23;NYK;12.4;10.3;22.9;3.8;0.8
Dwight Jones;26;HOU;10.9;14.7;5.9;1.3;1.1
Gar Heard;30;PHO;12.6;16.1;5.9;1.9;2.4
Jim Price;29;LAL;12.3;5.5;21.9;2.5;0.5
Earl Tatum;25;DET;12.1;5.3;8.5;2.9;1.4
Freeman Williams;22;SDC;16.1;4.4;10.5;1.6;0.1
Winford Boynes;21;NJN;11.7;6.9;9.7;1.6;0.3
Mike Glenn;23;NYK;15.5;3.8;16.5;1.4;0.3
George Johnson;22;MIL;14;17.2;8.3;2.9;2.2
Kenny Carr;23;LAL;12.6;13.8;6.8;1.5;1.4
Wilson Washington;23;NJN;12.9;13.6;6;1.2;3.2
Billy Knight;26;BOS;12.1;8.6;8.4;1.2;0.1
Terry Furlow;24;CLE;17;4.7;14.2;1.7;0.8
Kim Hughes;26;DEN;11.7;16.1;8.5;2.3;4.9
Don Chaney;32;BOS;9.7;7.3;9.5;3;0.5
Phil Jackson;33;NJN;10.7;8.7;10.7;1.8;1.1
Joe Bryant;24;PHI;13.1;12.7;13.6;2.1;0.4
Joe Meriweather;25;NYK;11.2;11.5;5.9;1;2.7
Kenny Higgs;24;CLE;12.4;5.3;17.2;2.9;0.6
Slick Watts;27;HOU;11.3;5.4;27.2;3.2;0.7
John Lambert;26;CLE;10.9;15.4;5.5;1.1;1.5
Spencer Haywood;29;NYK;15.6;10.8;8;0.4;1.5
Butch Lee;22;ATL;12.2;3.2;23;2.6;0.1
Billy Knight;26;IND;19;9.2;13;1.5;0.3
Wally Walker;24;SEA;11.6;9.6;10;0.6;1.4
Ron Lee;26;PHO;11.1;6.6;17.6;3.2;0.2
Tom Burleson;26;KCK;15.3;16.5;6.9;1.3;3.5
Rick Robey;23;BOS;15.5;15.7;12.4;1.1;0.2
Jo Jo White;32;GSW;12.7;4.4;20.1;1.4;0.2
Charlie Criss;30;ATL;9.1;3.7;20.7;2.2;0.2
Rick Robey;23;IND;13.4;15.4;8.4;1.3;0.7
Tommie Green;22;NOJ;8.3;4.1;22.2;3.3;0.4
Marvin Barnes;26;BOS;12.3;12.3;9.1;2.2;2.5
Wayne Cooper;22;GSW;12.5;18.9;3.5;0.4;3
Clemon Johnson;22;POR;12.1;15.8;12.8;1.3;2.5
Butch Lee;22;CLE;15.7;4.7;22.5;1.8;0
Raymond Townsend;23;GSW;10.8;3.8;15.7;1.6;0.4
Louie Dampier;34;SAS;13.3;4.4;19.7;2;0.5
Truck Robinson;27;PHO;14.2;16.5;6.9;1;0.8
Marlon Redmond;23;KCK;11.3;8;10.6;1.7;1.2
Marty Byrnes;22;PHO;9.4;7.3;10.1;0.9;0.1
John Rudd;23;NYK;8.2;12.4;5.7;1.1;0.6
Charles Dudley;28;CHI;6.4;6.9;20.9;2.2;0.1
Harvey Catchings;27;NJN;11.6;16.3;6;1;4.6
Wayne Radford;22;IND;9.7;5.4;11.3;2.1;0.1
Joe Meriweather;25;NOJ;11.8;14.1;6.4;1.2;3.1
Bob McAdoo;27;BOS;17.5;12.3;9.9;0.8;1.6
Rick Wilson;22;ATL;9.7;7;16.4;2.4;0.8
Andre Wakefield;24;DET;5.2;6.8;14.4;1.5;0.2
Terry Furlow;24;ATL;17.1;6.7;20.5;1.5;1.3
Tom LaGarde;23;SEA;15.6;17.4;7.8;0.5;1.6
Ira Terrell;24;NOJ;8;9.3;5.8;1.2;1.9
Kevin Stacom;27;IND;7.1;5.5;17.4;1.1;0.1
Norm Van Lier;31;MIL;11;4;30.7;3.5;0.3
Eric Money;23;PHI;11.8;3.5;21.9;1.1;0.2
Dick Snyder;34;SEA;10.8;4.7;16;1.2;0.6
Dave Corzine;22;WSB;12.5;14;10.9;0.8;1.3
Marty Byrnes;22;NOJ;10.6;8.7;10.9;1;0.7
Ralph Simpson;29;NJN;8.4;6.1;18.1;1;0.4
Dennis Awtrey;30;SEA;7.3;11;11.8;1.2;0.7
Scott Lloyd;26;CHI;4.3;10.9;8.7;0.9;0.9
Ted McClain;32;PHO;10.1;8.2;15.4;1.8;0
Joe Hassett;23;SEA;12.3;5.1;13.5;1.4;0.5
Gus Gerard;25;KCK;11.4;11.5;6;1.8;1.6
Ralph Simpson;29;PHI;11.2;4;18;2.5;0.1
Rickey Green;24;DET;10.2;4.8;18.7;2.6;0.1
Lucius Allen;31;KCK;8.7;6.1;13.6;2.3;0.8
Bob Bigelow;25;SDC;6;5.9;7.1;1.3;0.2
Scott May;24;CHI;8.4;8.7;13.2;2.5;0.1
Ron Lee;26;NOJ;9.6;6.8;23.5;4.2;0.2
Harry Davis;23;CLE;10.6;9.2;5.5;1.5;1.1
Phil Chenier;28;WSB;7.2;2.6;10.2;0.5;0.6
Wesley Cox;24;GSW;5.3;9.4;4;1.7;0.8
Al Skinner;26;NJN;16.2;6.6;20.6;2.9;0.3
Ron Carter;22;LAL;9.3;7.4;9.4;2.3;1.1
Elmore Smith;29;CLE;14.5;17.5;5.6;1;2.7
Tom Barker;23;NYK;8.8;13.6;3.4;0.8;1.1
Connie Norman;25;SDC;11.9;5.3;10.3;1.4;0.5
Jim Brewer;27;DET;9.2;17.6;4.9;1.9;1.7
Al Skinner;26;PHI;8;7.4;16.4;2.6;0.2
Harvey Catchings;27;PHI;9.9;17.6;7.7;1.2;6.3
Bob Elliott;23;NJN;13.6;10.4;10.7;0.9;0.8
Walt Frazier;33;CLE;12.9;3.9;16.2;2.2;0.4
Jim McMillian;30;POR;11.9;7.8;15.3;1.7;0.6
Earl Williams;27;BOS;15.3;21.4;6.3;2;1.7
Bo Ellis;24;DEN;12.2;12;5;1.7;2.5
Steve Green;25;IND;12.4;10.1;10.6;1.9;0.6
Frankie Sanders;22;SAS;11.8;11.8;16.6;2.3;0.6
Kevin Stacom;27;BOS;10.1;5.1;19.3;2.6;0
Tate Armstrong;23;CHI;6.5;4.2;15.5;1.8;0
Dennis Awtrey;30;BOS;5.4;10.6;9.8;0.5;1.3
Alonzo Bradley;25;HOU;9.3;10.2;8.8;0.9;0.2
Brad Davis;23;IND;12.6;3.5;22.8;2.7;0.5
Kim Anderson;23;POR;3;11.2;8.5;0.8;1.3
Glenn Mosley;23;SAS;12.2;15.2;10.1;1.6;2.3
Frankie Sanders;22;BOS;16.4;13.1;12.3;1.5;0.7
John Kuester;23;DEN;6.9;3.2;21.4;3.8;0.2
Brian Taylor;27;SDC;11.1;6.5;11.8;5.1;0
Lars Hansen;24;SEA;13.6;15.1;9.2;0.2;0.3
Steve Sheppard;24;CHI;7.4;7.5;9.7;1.1;0
John Olive;23;SDC;2;5.3;1.8;1;0
Richard Washington;23;KCK;5.3;16.2;5.1;1.9;1
Ira Terrell;24;POR;14.1;12.8;13.2;2;2.1
Essie Hollis;23;DET;11.8;15.2;5.2;3.2;0.3
Roger Phegley;22;WSB;9.8;7.3;12.5;1.5;0.6
Jerome Whitehead;22;SDC;8.4;17.5;5.5;0.9;1.3
Willie Smith;25;POR;14.6;5.5;18;3.5;0.4
Tom Barker;23;BOS;9.5;12.7;6.2;1.4;1.6
Phil Hicks;26;DEN;6.5;11.4;8.3;1.8;0
Ron Behagen;28;KCK;10.8;13.4;5.2;0.7;0.4
Sam Smith;24;MIL;14.2;4;15.4;2.9;3
Jacky Dorsey;24;HOU;12.5;11.6;2.6;0.4;1
Chris Ford;30;DET;5.6;8.7;5.7;0.4;0.5
Jackie Robinson;23;SEA;13.6;9.5;17.5;2.2;0.5
Greg Bunch;22;NYK;9.2;9.4;4.9;1.4;1.6
Otis Howard;22;DET;15.1;19.4;6;1;1.1
Geoff Crompton;23;DEN;2.6;13.6;7.3;0;1.8
Butch Beard;31;NYK;9;6.3;27.9;3.8;0
Keith Herron;22;ATL;9.3;6.7;5.2;3.5;1.4
Steve Sheppard;24;DET;14.2;13;6.8;1.8;0.7
Tony Robertson;23;GSW;10.7;7.3;7.6;5.1;0
Ray Epps;22;GSW;7.9;3.7;3.6;0.7;0
Brad Davis;23;LAL;8.5;0.8;16.4;1.4;0
Lloyd Neal;28;POR;-0.6;10.4;2.6;0;1.2
Larry McNeill;28;DET;16.5;11.3;8.8;0;0
Dennis Boyd;24;DET;-4;2.6;20.3;0;0
E.C. Coleman;28;HOU;10.9;9.8;3.2;2.4;0
Ron Behagen;28;NYK;7.5;15.6;6.6;2.4;0
Earl Tatum;25;BOS;7.1;5.8;3.8;0;1.4
Stan Pietkiewicz;22;SDC;1.6;10;10.3;1.4;0
Scott Lloyd;26;SDC;-13.2;5.1;0;1.5;0
Robert Hawkins;24;DET;23.8;11.1;19.8;8;0
Marlon Redmond;23;PHI;-13.4;2.3;5;0;0
Otis Howard;22;MIL;8;17.6;6;0;0
Tom Barker;23;HOU;13.2;20.4;0;0;0
Gus Bailey;27;NOJ;6.1;10.9;33.2;0;0
Andre Wakefield;24;CHI;-15.9;0;14.2;0;0
Michael Cooper;22;LAL;16.3;0;0;6.5;0
Gus Gerard;25;DET;26.3;8.7;0;14.9;0
Del Beshore;22;MIL;0;0;0;0;0
Ron Behagen;28;DET;-60.3;0;0;0;0
Norm Nixon;24;LAL;14.9;3.9;25.3;2.1;0.2
Elvin Hayes;34;WSB;17.2;14.1;6.1;0.9;3.1
Bill Cartwright;22;NYK;17.9;12.6;7;0.7;1.7
Kareem Abdul-Jabbar;32;LAL;25.3;15.4;16.5;1.2;4.6
Moses Malone;24;HOU;24.1;20.9;7.1;1.2;1.9
Jamaal Wilkes;26;LAL;17.6;9.2;10.8;1.9;0.5
Micheal Ray Richardson;24;NYK;17.8;9.6;34.1;3.9;0.6
Reggie Theus;22;CHI;17;6.1;25.9;1.8;0.4
Wes Unseld;33;WSB;15.4;18.5;15.6;1;1.1
Gus Williams;26;SEA;20.6;4.9;20.7;3.2;0.7
Larry Bird;23;BOS;20.5;16;18.5;2.3;1
Toby Knight;24;NYK;16.4;9.1;6.9;1.8;1.6
Dan Issel;31;DEN;22.2;12.7;10.7;1.4;1
Dennis Johnson;25;SEA;15.9;7.4;16.1;2.3;1.5
George Gervin;27;SAS;24;7.3;11;1.6;1.4
Johnny Davis;24;IND;13.6;4;20.3;1.7;0.4
Otis Birdsong;24;KCK;18.5;6.1;11.1;2.2;0.4
Tiny Archibald;31;BOS;15.3;3.8;30.2;1.7;0.2
Swen Nater;30;SDC;17.2;23;11.1;0.7;0.7
Sonny Parker;24;GSW;16.2;9;12.4;2.9;0.7
Ron Brewer;24;POR;13.2;4.2;11.5;1.7;1
Julius Erving;29;PHI;25.4;10.9;21.4;2.8;2.7
Mike Mitchell;24;CLE;19.1;11.1;4.9;1.1;1.5
Larry Kenon;27;SAS;17.2;14.8;11.1;1.7;0.3
Magic Johnson;20;LAL;20.6;11.6;25.2;3.1;0.8
Jack Sikma;24;SEA;16.5;17.1;13.7;1.1;1.5
Dave Greenwood;22;CHI;16.2;15.6;9.8;1;2.6
Caldwell Jones;29;PHI;9.7;18.2;7.4;0.7;3.2
John Lucas;26;GSW;15.3;4.4;29.2;2.4;0.1
Brian Taylor;28;SDC;13.9;3.7;16.4;2.5;0.5
Cedric Maxwell;24;BOS;19;14.3;9.8;1.3;1.3
Truck Robinson;28;PHO;15.3;15.6;7.5;1;1.2
Marques Johnson;23;MIL;22;11.4;15.1;1.7;1.4
Randy Smith;31;CLE;15.2;5;18.5;2.1;0.1
Calvin Murphy;31;HOU;16.8;3.1;16.7;2.5;0.2
Adrian Dantley;23;UTA;24.3;11.3;12.3;1.8;0.3
Ricky Sobers;27;CHI;12.5;5.1;23.8;2.4;0.4
Dave Robisch;30;CLE;17.2;13;9.3;0.9;1.1
Terry Tyler;23;DET;14.2;12.3;6.4;1.8;4.3
Paul Westphal;29;PHO;21.1;3.9;24.2;2;0.7
Eddie Jordan;25;NJN;14.4;5.3;29.6;3.8;0.6
Kermit Washington;28;POR;18.2;17.4;8.9;1.3;2.9
Mickey Johnson;27;IND;20.3;13.3;18.7;2.7;2.3
Maurice Cheeks;23;PHI;15.9;5.5;28.2;3.3;0.7
Brian Winters;27;MIL;14.8;4.6;19;1.8;0.6
Eddie Johnson;24;ATL;18;4.1;23.5;2.2;0.5
Phil Ford;23;KCK;16.5;3.5;32.4;2.4;0.1
Dan Roundfield;26;ATL;19.7;17.3;11.3;1.9;3.2
World B. Free;26;SDC;22.7;5;18;1.5;0.7
Ray Williams;25;NYK;21.6;8.7;28.5;2.9;0.5
Darryl Dawkins;23;PHI;14.6;14.5;8.5;0.9;3
John Johnson;32;SEA;13.3;8.8;22.4;1.4;0.8
Mike Newlin;31;NJN;17.7;5.4;19.9;2.1;0.1
Don Buse;29;PHO;10.7;5.1;16;2.4;0.2
Greg Ballard;25;WSB;18.1;13.1;9.7;1.7;0.8
Foots Walker;28;CLE;15.3;6.3;29.5;2.9;0.3
Sam Lacey;31;KCK;14.9;14.3;24.5;2.1;2.6
Jan Van Breda Kolff;28;NJN;9.5;9.3;13.1;1.9;1.7
Jim Chones;30;LAL;11.3;12.8;7.6;1.1;1.4
Bob Wilkerson;25;DEN;10.9;6.9;14.7;1.8;0.6
John Long;23;DET;16.4;7.5;13;2.4;0.6
Ben Poquette;24;UTA;14;13.9;7.7;0.9;3.9
Scott Wedman;27;KCK;16.9;8.8;9.3;1.7;1.1
Tom Owens;30;POR;18.1;13.5;13;0.9;1.3
Mike Bantom;28;IND;13.7;10.1;15.9;1.7;1.1
Joe Bryant;25;SDC;11.1;12;8.1;2.1;0.9
Junior Bridgeman;26;MIL;17.1;7.1;15.2;1.9;0.5
James Edwards;24;IND;17.6;12.9;8;1.1;2.4
Walter Davis;25;PHO;21.3;6.5;23.6;2.3;0.5
John Drew;25;ATL;17.8;11;7.4;1.9;0.6
Allan Bristow;28;UTA;16.6;13;21.4;1.9;0.1
Robert Reid;24;HOU;15.3;10.6;14.7;2.7;1.4
James Silas;30;SAS;16.7;3.9;20.1;1.2;0.3
Ron Boone;33;UTA;12.5;5.5;19.3;2;0.1
John Roche;30;DEN;13.9;2.6;24.7;1.7;0.3
Lonnie Shelton;24;SEA;16.8;13.6;9.1;1.9;1.9
Dave Meyers;26;MIL;13.3;11;13.6;1.5;1
Alvan Adams;25;PHO;19.2;15.4;21.6;2.3;1.4
Dave Cowens;31;BOS;14.8;13.8;13.4;1.5;1.6
Sidney Wicks;30;SDC;8.5;10.3;12.5;1.7;1.3
Bobby Jones;28;PHI;18.5;11.2;9.8;2.2;3
Allen Leavell;22;HOU;15.1;4.8;26.3;2.8;0.7
Tree Rollins;24;ATL;18.9;19.6;5.2;1.2;6.8
George Johnson;31;NJN;11.8;14.7;10.8;1.1;6.7
Robert Parish;26;GSW;20;20.4;8.9;1.3;3.2
Freeman Williams;23;SDC;19.4;4.9;13.3;1.6;0.2
Chris Ford;31;BOS;13;4.8;13.5;2.5;0.7
Mark Olberding;23;SAS;12.4;10.6;18.5;1.4;0.5
Bob McAdoo;28;DET;16.3;11.7;13.9;1.6;1.6
Armond Hill;26;ATL;9.2;3.5;27.4;2.5;0.2
Reggie King;22;KCK;13.5;14.8;6.6;1.6;0.9
Jo Jo White;33;GSW;11.2;4.9;16.1;2;0.4
Calvin Natt;23;NJN;15.9;13;8.2;1.7;0.6
Henry Bibby;30;PHI;11.1;5.4;19.8;1.4;0.2
Dudley Bradley;22;IND;13.5;5.7;15.9;4.8;1.3
M.L. Carr;29;BOS;14.6;9.2;10.7;2.8;1
Bingo Smith;33;SDC;11.4;6.7;6.5;1.4;0.4
Michael Cooper;23;LAL;12.5;6.3;13.5;2;1
Kevin Restani;28;SAS;13.9;10.5;12.2;1.2;0.3
George Johnson;23;DEN;15;15.7;11.4;2;1.9
Rick Robey;24;BOS;15.4;15.4;6.7;1.3;0.4
Bill Robinzine;27;KCK;15.3;14.7;4.5;2.6;0.7
Billy Knight;27;IND;18;9.8;11.4;2;0.3
Larry Demic;22;NYK;7.4;14.1;4.1;1.3;0.9
Charlie Scott;31;DEN;7.4;4.6;18.6;1.2;0.7
Steve Hawes;29;ATL;16.2;14.4;11.8;1.9;0.9
T.R. Dunn;24;POR;12.5;9.7;10.9;2.7;1
Rudy Tomjanovich;31;HOU;14.2;10.8;8.5;0.8;0.3
Coby Dietrick;31;CHI;12.1;11.1;16.4;2.3;1.6
Kevin Grevey;26;WSB;13.7;5.2;13.6;1.4;0.5
Rick Barry;35;HOU;14.8;7.2;20.4;2.1;0.9
Paul Griffin;26;SAS;13.2;12.9;15.7;2;1.5
Charlie Criss;31;ATL;11.5;3.5;20;2;0.1
Duck Williams;23;UTA;8.6;3.5;14.1;2.7;0.3
Leon Douglas;25;DET;11.4;14.8;8.5;0.8;1.8
Kenny Carr;24;CLE;16.3;16.9;5.7;1.6;1.5
Wayne Cooper;23;GSW;14.8;15.7;3.5;0.5;2.6
Terry Furlow;25;UTA;16;5.2;20;1.5;0.5
Fred Brown;31;SEA;16.4;4.8;15.5;1.8;0.6
Quinn Buckner;25;MIL;16.5;7.6;30.2;3.7;0.1
Clifford Ray;31;GSW;11.3;15.3;14.2;1.4;1.1
Cliff Robinson;19;NJN;17;15.8;9.3;1.7;1.1
Purvis Short;22;GSW;19.1;10.6;12.4;1.8;0.3
James Hardy;23;UTA;11.8;14.6;8.8;1.4;3.1
Austin Carr;31;CLE;14.3;5.5;13.2;1.1;0.1
Paul Silas;36;SEA;8.2;14.4;5;0.7;0.2
Dave Twardzik;29;POR;13.9;5.4;22.9;2.4;0
Mike Bratz;24;PHO;11.6;5.8;19.1;2.7;0.3
Bob Gross;26;POR;12;8.7;20;1.8;1.7
Artis Gilmore;30;CHI;19.9;15.5;13;0.9;2.1
Joe Meriweather;26;NYK;12.2;12.2;5.3;1.1;4.2
Sidney Moncrief;22;MIL;15.9;11.8;10.7;2.2;0.6
Tom Boswell;26;UTA;14.6;12.3;10.9;0.8;1.1
Phil Smith;27;GSW;14.6;5.2;17.8;1.9;0.6
Tom Henderson;28;HOU;9.7;4;22;1.7;0.1
Major Jones;26;HOU;10.3;13.6;5.6;1.5;2.4
Spencer Haywood;30;LAL;13.9;12.2;7.6;1;1.9
Steve Mix;32;PHI;19.5;10;14.8;2;0.3
Clemon Johnson;23;IND;13.9;13.2;9.5;1.4;4.3
Jim Cleamons;30;WSB;10.7;4.3;20.7;1.3;0.3
Ollie Johnson;30;CHI;12.3;6;15.6;1.8;0.9
Alex English;26;IND;17.7;12.9;13.5;1.4;1.2
Kevin Porter;29;WSB;13.1;2.8;40;1.8;0.4
Mike Gale;29;SAS;13.3;5.5;24.6;3.7;0.5
Eric Money;24;DET;11.7;3.5;21.8;1.6;0.4
Rich Kelley;26;NJN;13.8;14;11.7;1.5;3
Bob Dandridge;32;WSB;14.8;8.5;18.2;0.9;1.3
Bill Willoughby;22;CLE;12.7;12;6.2;1;2.3
George McGinnis;29;DEN;15.6;16.9;22.7;2.2;0.6
Gar Heard;31;PHO;11.5;14.9;8.8;2.7;1.9
Ernie Grunfeld;24;KCK;10.9;8.9;10.1;1.9;0.4
Bob Lanier;31;DET;20.3;14.1;12.7;1.2;2.3
Kent Benson;25;MIL;13.3;13;11.8;1.8;2.9
Harvey Catchings;28;MIL;10.9;16.3;7;0.8;6.5
Billy McKinney;24;KCK;13.4;3.5;24.8;2;0.2
Terry Duerod;23;DET;11.7;3.9;12.4;1.4;0.4
Campy Russell;28;CLE;16.2;8.9;17.5;2.5;0.8
John Lambert;27;CLE;10.4;14;5.1;1.6;1.7
Alvin Scott;24;PHO;9.9;9.6;9.3;1.7;2.2
Scott May;25;CHI;14.9;9.4;12.5;1.6;0.2
Abdul Jeelani;25;POR;18.7;11.5;11.6;1.5;1.8
Larry Wright;25;WSB;13.3;4.8;23.9;1.8;0.7
Jim Paxson;22;POR;9.1;4.7;15.9;1.8;0.2
Jack Givens;23;ATL;11.5;10.4;6.9;2;0.9
Mike Evans;24;SAS;9.8;4.6;22.8;2.1;0.4
Lloyd Walton;26;MIL;9.6;4;27.2;1.6;0.1
David Thompson;25;DEN;19;7.3;15.6;1.5;1.6
Greg Kelser;22;DET;16.1;11.8;12.6;2.2;1.4
Tom Abernethy;25;GSW;11;8.6;9.3;1.4;0.6
Billy Paultz;31;SAS;14.7;14.2;11.9;1.7;1.9
Kim Hughes;27;DEN;11.5;14;7.8;2.5;3.4
Phil Hubbard;23;DET;13.7;14.1;7.9;1.8;0.4
Maurice Lucas;27;POR;13.8;15.2;16.2;1;1.7
Dwight Jones;27;CHI;14.9;14.2;11.5;1;1.8
Tom LaGarde;24;SEA;10.8;14.1;10.1;0.8;1.6
Raymond Townsend;24;GSW;9.6;4.2;13.5;2.5;0.2
Hollis Copeland;24;NYK;11;7.4;8.7;2.4;1.2
Mark Landsberger;24;CHI;15.3;22.3;4.1;1;0.8
Joe Hassett;24;IND;13;4.3;12.6;1.9;0.4
Nick Weatherspoon;29;SDC;9.3;10;6.4;1.4;0.8
Johnny High;22;PHO;10.1;8.5;13.7;2.9;0.7
Roy Hamilton;22;DET;9.1;5;21;1.9;0.2
Gary Garland;22;DEN;10.2;6.5;17.9;2.3;0.2
Winford Boynes;22;NJN;13.1;6.3;12.8;2.4;0.9
Richard Washington;24;MIL;12.3;13.7;6.7;1.1;2.4
Tom McMillen;27;ATL;14.2;11;9;1.6;0.8
Gerald Henderson;24;BOS;12.7;4.4;19;2;0.8
Willie Smith;26;CLE;12.2;6.1;29.3;3.2;0.1
Mike Dunleavy;25;HOU;12.9;5.3;26.7;1.8;0.2
Glen Gondrezick;24;DEN;16.7;13.2;10.9;3.1;0.8
Jim Brewer;28;POR;11.3;13.9;9.6;2;2.5
Jim McElroy;26;DET;11.4;2.6;21;1.1;0.7
Clint Richardson;23;PHI;9.9;6.6;14.9;1.1;0.8
Billy Paultz;31;HOU;12.8;14.9;9.4;1.1;2.2
Roger Phegley;23;WSB;14;5.9;10.8;0.9;0.2
Doug Collins;28;PHI;13.6;5.2;15.1;1.5;0.4
Geoff Huston;22;NYK;7;3.4;20;1.9;0.3
Len Elmore;27;KCK;10.6;15;8.8;2.1;2.5
Jeff Cook;23;PHO;14.4;14.6;12.2;1.4;1.1
Pat Cummings;23;MIL;15.3;14.4;8.2;1.1;1
Alex English;26;DEN;18.5;13.4;14.7;1.5;1.8
Del Beshore;23;CHI;6.4;4.1;21.5;3.1;0.3
Gus Gerard;26;KCK;14.1;10.9;6.9;2.2;1.7
Wally Walker;25;SEA;12.3;10.6;8.6;1.2;0.3
Dave Corzine;23;WSB;10.3;16.4;9.7;0.5;2
